site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,work_type,names,ore_ctrl,hrock_type,arock_type
Yilgarn Star,-31.46276,119.48254,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Victor,-31.19608,121.2325,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Producer,,,,,,,
Kara,-41.32943,146.79845,OC,Australia,Tasmania,,M,"Tin, Tungsten",,,Surface,,,Producer,,,Underground,"Aberfoyle and Storeys Creek Mines, S Creek Mines,Kookaburra-Lutwyche, Prospect",,,
Mount Isa Lead/Zinc,-20.71344,139.47888,OC,Australia,Queensland,,M,"Lead, Zinc",Silver,,Underground,,,Producer,,,Underground,,,,
Kingston,-27.16297,121.53252,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
Prophecy-Perseverence,-20.82994,121.19927,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Occurrence,,,,,,,
Koolyanobbing,-30.80609,119.57925,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Producer,,,,Koolyanobbing Hills,,,
Evans Head,-29.17974,153.41527,OC,Australia,New South Wales,,M,Titanium,,Zirconium,Surface,,,Past Producer,,,Surface,"Bandjalung Nat Park Gl 10, High Dunes, Amc Tails, Richmond River, R.A.A.F. Range, Broadwater, Jerusalem Creek Area",,,
Razorback Tin Mine,-41.89611,145.41517,OC,Australia,Tasmania,,M,"Copper, Nickel, Silver, Tin",,,Surface-Underground,,,Producer,,,,,,,
Hilton,-20.83004,139.48218,OC,Australia,Queensland,,M,"Lead, Zinc",Silver,,Underground,,,Producer,,,Underground,,,,
Whim Creek / Mons Cupri,-20.82992,117.79935,OC,Australia,Western Australia,,M,"Zinc, Lead, Copper","Silver, Gold",,Surface,,,Prospect,,,"Surface, Underground",Mons Cupri/Whim CreekWhim CreekMons Cupri,,,
Karonie,-30.9794,122.64917,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Cape Bougainville,-15.49704,126.24918,OC,Australia,Western Australia,,M,Aluminum,,,Surface,,,Prospect,,,Surface,Mitchell Plateau & Cape Bouganville,,,
Rockey's Reward,-28.01292,119.99927,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Producer,,,,,,,
Burra Burra,-33.67945,138.93206,OC,Australia,South Australia,,M,Copper,,,Surface-Underground,,,Past Producer,,,,"Burra Burra Cu Dep, Burra Burra Copper Deposit",,,
Cannington,-21.99666,140.24886,OC,Australia,Queensland,,M,Lead,"Silver, Zinc",,Surface,,,Prospect,,,,,,,
Bluebird,-26.49629,118.4993,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,"South Junction, Aladdin, Bailey Island, Caledonian",,,
Fraser Range,-32.04606,122.79915,OC,Australia,Western Australia,,M,"Vanadium, Platinum, Nickel, Chromium",,,Unknown,,,Prospect,,,,,,,
Maroochydore,-22.42984,122.19924,OC,Australia,Western Australia,,M,Copper,"Cobalt, Silver",,Unknown,,,Prospect,,,,"Broadhurst Range, Eva Well Group",,,
Carr Boyd Rocks,-30.04613,121.7159,OC,Australia,Western Australia,,M,"Nickel, Copper",,,Unknown,,,Prospect,,,,,,,
Mt. Brockman,-23.33536,117.29935,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Producer,,,Surface,,,,
Zeehan,-42.89613,147.2984,OC,Australia,Tasmania,,M,Zinc,"Lead, Silver",,Processing Plant,,,Prospect,,,,,,,
Dutchess Mine,-21.87998,139.96556,OC,Australia,Queensland,,N,Phosphorus-Phosphates,,,Surface,,,Producer,,,Surface,"Duchess, Duchess/Ardmore, Phoshpate Hill, Duchess and ArdmoreArdmore",,,
Chesney,-31.53628,145.83865,OC,Australia,New South Wales,,M,Copper,Gold,Silver,Underground,,,Past Producer,,,Underground,,,,
Munmorah,-32.77961,151.58184,OC,Australia,New South Wales,,M,"Zirconium, Titanium",,,Surface,,,Prospect,,,Surface,No Alternate Name,,,
Blendvale,-18.21374,125.54948,OC,Australia,Western Australia,,M,"Lead, Zinc",,Silver,Underground,,,Prospect,,,,,,,
Mount Morgan Tailings,-23.62996,150.36538,OC,Australia,Queensland,,M,Gold,"Copper, Silver",,Surface,,,Past Producer,,,Surface,Mt Morgan,,,
Mt. Martin,-31.01279,121.68249,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Murrin Murrin,-28.91288,121.8325,OC,Australia,Western Australia,,M,Gold,,,Unknown,,,Prospect,,,,,,,
Kings Cliff,-33.9962,145.99862,OC,Australia,New South Wales,,M,Titanium,Zirconium,,Surface,,,Past Producer,,,,,,,
Mount Keith,-27.71293,120.53255,OC,Australia,Western Australia,,M,Nickel,Cobalt,,Surface,,,Producer,,,Surface,No Alternate Names,,,
Gidgee,-27.24625,119.41598,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Australind,-33.27928,115.78263,OC,Australia,Western Australia,,M,"Zirconium, Titanium",,,Surface,,,Prospect,,,Surface,No Alternate Names,,,
Hunt,-20.67995,121.49926,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Producer,,,,,,,
Henty,-42.11281,145.54846,OC,Australia,Tasmania,,M,Gold,,,Underground,,,Prospect,,,,,,,
Curtis Island,-23.49667,151.19867,OC,Australia,Queensland,,M,"Zirconium, Titanium, Iron",,,Surface,,,Prospect,,,Surface,,,,
Yaamba Queensland,-23.11339,150.33198,OC,Australia,Queensland,,M,Magnesite,,,Surface,,,Prospect,,,,,,,
Jubilee,-30.9128,121.58249,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Famous Blue,-27.49626,122.9992,OC,Australia,Western Australia,,M,Gold,,,Unknown,,,Prospect,,,,,,,
Sherrin Creek/Lily Creek,-20.16347,138.7322,OC,Australia,Queensland,,N,Phosphorus-Phosphates,,,Unknown,,,Prospect,,,,"Engine, Sherrin Creek / Lily Creek",,,
Kundana,-30.7294,121.19921,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Bottle Creek,-29.16287,120.44924,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Past Producer,,,,,,,
Willowdale Mt. William,-32.94599,116.01603,OC,Australia,Western Australia,,M,Aluminum,,,Surface,,,Producer,,,Surface,"Willowdale Deposit, Mt. William",,,
Stockton/Viney Mdl Nsw Operations,-32.813,151.18184,OC,Australia,New South Wales,,M,Titanium,Zirconium,REE,Surface,,,Producer,,,Water,,,,
Hopes Hill/Corinthia,-31.07938,119.21595,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Dordie North,-31.57937,121.66589,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
Higginsville,-31.76277,121.71588,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,Samantha,,,
Mac Area 'C',-22.99648,118.76622,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,Mac,,,
Cooloola,-26.07987,153.11531,OC,Australia,Queensland,,M,"REE, Zirconium, Titanium",,,Surface,,,Prospect,,,Surface,"Noosa-Inskip, Teenah",,,
Point Plomer,-31.16307,152.96524,OC,Australia,New South Wales,,M,Titanium,Zirconium,,Surface,,,Past Producer,,,,,,,
Lady Bountiful,-30.51281,121.3492,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Blue Tier Tinfield;,-41.55863,146.97954,OC,Australia,Tasmania,,M,Tin,,,Surface-Underground,,,Past Producer,,,,,,,
Osborne,-22.19666,140.63215,OC,Australia,Queensland,,M,"Gold, Copper",,,Surface-Underground,,,Producer,,,,Trough Tank,,,
Muchea,-31.39605,116.09934,OC,Australia,Western Australia,,M,Aluminum,,,Surface,,,Prospect,,,Surface,"Chittering, Muchea Chittering Deposit",,,
Hedges,-32.56271,117.066,OC,Australia,Western Australia,,M,Gold,,,Underground,,,Producer,,,,,,,
Wannaway,-31.59607,121.51589,OC,Australia,Western Australia,,M,"Nickel, Copper",,,Underground,,,Producer,,,Underground,No Alternate Names,,,
Labouchere,-24.14641,118.16603,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,Nathans,,,
Nagambie,-36.79615,145.19858,OC,Australia,Victoria,,M,Gold,,,Surface,,,Producer,,,,,,,
Mount Cannindah,-24.9133,151.28195,OC,Australia,Queensland,,M,"Copper, Gold",Silver,,Surface,,,Prospect,,,,Appletree,,,
Mt Saddleback Worsley,-32.97929,116.44931,OC,Australia,Western Australia,,M,Aluminum,,,Surface,,,Producer,,,Surface,"Saddleback, Bunnings-Palmer, Quindanning, Mt Saddleback Deposit, Worsley Deposit, Marradong",,,
Cosmo Howley,-13.53051,131.38238,OC,Australia,Northern Territory*,,M,Gold,,Silver,Surface,,,Producer,,,,,,,
Munni Munni Pt Prospect,-22.49651,115.9994,OC,Australia,Western Australia,,M,PGE,,,Underground,,,Prospect,,,,,,,
Byfield,-23.07999,150.69868,OC,Australia,Queensland,,M,Titanium,Zirconium,,Surface,,,Prospect,,,,,,,
Hillgrove,-30.57138,151.90687,OC,Australia,New South Wales,,M,Antimony,,Gold,Underground,,,Producer,,,Underground,"New England Antimony Mines N.L., Hillgrove Mine",,,
Goldsworthy,-20.35496,119.52431,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Producer,,,,Mt. Goldsworthy,,,
Port Pirie Operations,-33.17945,138.01548,OC,Australia,South Australia,,M,Gold,,Silver,Processing Plant,,,Producer,,,,,,,
Forrestania Nickel Mine,-32.32933,119.28254,OC,Australia,Western Australia,,M,Nickel,,,Surface-Underground,,,Producer,,,,"Diggers Rocks, Cosmic Boy, Flying Fox, New Morning",,,
Bronzewing,-28.24622,122.49919,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Prospect,,,,,,,
Emu/Leinster/Et Al,-28.01292,120.49924,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Woodcutters,-12.96946,131.11019,OC,Australia,Northern Territory*,,M,"Lead, Zinc",Silver,,Underground,,,Producer,,,Underground,,,,
Coobina Deposits,-23.07979,120.23258,OC,Australia,Western Australia,,M,Chromium,,,Unknown,,,Past Producer,,,,,,,
Mt. Weld,-28.84619,122.43249,OC,Australia,Western Australia,,M,REE,,,Surface,,,Prospect,,,,,,,
Grants Patch,-30.52941,121.06591,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Port Pirie Operations,-33.17945,138.01548,OC,Australia,South Australia,,M,Silver,,,Processing Plant,,,Producer,,,,,,,
Gingin,-31.34605,115.54935,OC,Australia,Western Australia,,M,"Titanium, Zirconium",,,Surface,,,Prospect,,,Surface,No Alternate Names.,,,
Kurara,-27.02956,118.28261,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,Reedy,,,
Windarra,-28.5295,122.1492,OC,Australia,Western Australia,,M,"Nickel, Copper",,,Underground,,,Producer,,,"Surface, Underground","Windarra/South Windarra, Mt. Windarra/South Windarra",,,
Plutonic,-25.29635,118.36602,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,Surface,,,,
Heberton Tinfield,-17.367,145.3788,OC,Australia,Queensland,,M,"Copper, Gold, Lead, Tin, Titanium, Tungsten",,,Surface-Underground,,,Producer,,,,,,,
Golden Kilometre,-30.64611,121.74919,OC,Australia,Western Australia,,M,Gold,,,Underground,,,Producer,,,,Southern Shoot,,,
Lady Annie/Lady Jane,-19.66351,139.1656,OC,Australia,Queensland,,N,Phosphorus-Phosphates,,,Surface,,,Prospect,,,Surface,Lady Annie and Lady JaneLady JaneLady Annie,,,
Fortescue Fe Mine,-20.74662,116.79938,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,,,,,
Alice Springs,-22.99656,134.29897,OC,Australia,Northern Territory*,,M,REE,,,Surface,,,Prospect,,,,,,,
"Red Dome Emu, Et Al",-17.11371,144.39882,OC,Australia,Queensland,,M,Gold,"Copper, Silver",,Surface-Underground,,,Producer,,,,"Mungana, Griffith's Hill",,,
Main Creek/Bowry Creek,-41.9961,145.99846,OC,Australia,Tasmania,,M,Magnesite,,,Surface,,,Prospect,,,,,,,
Goulbourn Operation,-34.77954,149.71523,OC,Australia,New South Wales,,N,Barium-Barite,,,Processing Plant,,,Producer,,,,,,,
Mt. Cleveland Tin Co.,-41.46611,145.39848,OC,Australia,Tasmania,,M,"Copper, Zinc, Tin",,,Underground,,,Past Producer,,,,Mt.Cleveland Tin Deposits,,,
Mariners,-31.57937,121.66589,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Prospect,,,,,,,
Nevoria,-30.5128,119.58255,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Rhodes Ridge,-28.12951,119.38257,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,,,,
Cable Sands Operations,-33.56267,115.54933,OC,Australia,Western Australia,,B,"Zirconium, Phosphorus-Phosphates, Titanium",,,Surface,,,Producer,,,"Surface, Water","West Capel, Prowse Orebody, Bassendean Strand, Bassendean Raised Shoreline, Jangardup, Bassendean Sands, Cable Sands, Pty. Ltd",,,
Nifty,-21.97986,121.56596,OC,Australia,Western Australia,,M,Copper,,,Surface-Underground,,,Producer,,,,,,,
Honeymoon Well,-26.61299,120.19926,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
Fraser,-31.22937,119.26595,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Mary Kathleen,-20.73005,140.01557,OC,Australia,Queensland,,M,REE,,Uranium,Surface,,,Past Producer,,,,Mary Kathleen Uranium Ltd.,,,
Ant Hill Manganese Deposit,-21.94661,130.06906,OC,Australia,Western Australia,,M,Manganese,,,Surface,,,Past Producer,,,,,,,
Kara,-41.32943,146.79845,OC,Australia,Tasmania,,M,Tungsten,,,Surface,,,Producer,,,Surface,,,,
Silver Swan,-30.72941,121.79919,OC,Australia,Western Australia,,M,"Silver, Nickel",,,Unknown,,,Prospect,,,,"Black Swan, Swan River ?",,,
Gladstone,-23.99664,151.49866,OC,Australia,Queensland,,M,"Titanium, Iron, Zirconium",,,Surface,,,Prospect,,,Surface,"Wild Cattle Island, Iveragh Holdings, Tannum Sands, Hummock Hill, Gladstone Mainland No Other Names",,,
Wingellina,-26.41305,129.08235,OC,Australia,Western Australia,,M,Nickel,,,Surface,,,Prospect,,,Surface,,,,
Nimary,-27.54625,121.08253,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Gunpowder / Mammoth,-19.46352,139.36559,OC,Australia,Queensland,,M,Copper,,,Underground,,,Producer,,,Underground,"Gunpowder Complex, Gunpowder Mine, Mount Oxide, Esperanza, Mammoth",,,
Northern Deposits,-18.66357,138.33222,OC,Australia,Queensland,,N,Phosphorus-Phosphates,,,Surface,,,Prospect,,,Surface,"Babbling Brook Hill, Mt. O'Connor, Queens Land-Northern Deposits, Mt. Jennifer, Highland Plains, Riversleigh, Phantom Hills",,,
Pioneer Mine,-41.47944,147.86513,OC,Australia,Tasmania,,M,Tin,,,Surface,,,Past Producer,,,,,,,
Bell Bay,-41.06283,146.79846,OC,Australia,Tasmania,,M,Manganese,,,Processing Plant,,,Producer,,,,,,,
D-Tree,-19.7135,138.9489,OC,Australia,Queensland,,N,Phosphorus-Phosphates,,,Surface,,,Prospect,,,Surface,"D'Tree, D Tree",,,
Bardoc,-30.32942,121.28251,OC,Australia,Western Australia,,M,Gold,Silver,,Surface,,,Producer,,,,"Excelsior, Bardoc-Davyhurst",,,
Anduramba Molybdenum project,-27.22,152.15,OC,Australia,Queensland,,,"Silica, Molybdenum","Silver, Copper",,Unknown,porphyry Mo,,Prospect,"Chalcopyrite, Molybdenite",Pyrite,,,,Granitoid,
Cleveland (Foley Zone),-41.46281,145.39848,OC,Australia,Tasmania,,M,"Tin, Copper, Tungsten",,,Unknown,STOCKWORK,Y,Producer,,,,Cleveland,,,
Mount Mulgine,-29.19615,116.97433,OC,Australia,Western Australia,,M,"Tungsten, Molybdenum, Gold, Silver",,,Unknown,VEIN/STOCKWORK,N,Past Producer,,,,,,,
Watershed Grid Deposit,-16.21377,144.69882,OC,Australia,Queensland,,M,Tungsten,,,Unknown,VEIN/REPLACEMENT,,Prospect,,,,"Maitland Downs, Dessaly",,,
Munglinup River,-33.496,120.84919,OC,Australia,Western Australia,,N,Graphite,,,Unknown,"CRYSTALLINE GRAPHITE, DISSEMINATED FLAKES/METAMORPHIC, ISOCHEMICAL",Y,Producer,,,,,,,
Mount Keith Deposit,-27.39625,120.53255,OC,Australia,Western Australia,,M,"Nickel, Cobalt",,,Unknown,"MAGMATIC, MAFIC-ULTRAMAFIC, TRANSGRESSIVE, DISSEMINATED",N,Prospect,,,,,,,
Windarra District,-28.47951,122.2325,OC,Australia,Western Australia,,M,"Copper, Cobalt, Nickel",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,"Mount Windarra, South Windarra Mines",,,
Juan Mine (Kambalda Deposit Group),-31.15579,121.64089,OC,Australia,Western Australia,,B,"Gold, Copper, Platinum, Palladium, Sulfur, Nickel, Silver, Cobalt",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,"Juan Complex, Juan West, Durkin Deeps, Juan Banana, Juan Horst, Juan B., Otter Juan",,,
Lunnon Mine (Kambalda Deposit Group),-31.20999,121.67979,OC,Australia,Western Australia,,B,"Sulfur, Cobalt, Gold, Nickel, Silver, Copper, Platinum, Palladium",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,,,,
Long Mine (Kambalda Deposit Group),-31.16969,121.67139,OC,Australia,Western Australia,,B,"Cobalt, Copper, Gold, Palladium, Silver, Sulfur, Platinum, Nickel",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,Gibb and Long,,,
Durkin Mine (Kambalda Deposit Group),-31.15999,121.65479,OC,Australia,Western Australia,,B,"Copper, Palladium, Platinum, Silver, Cobalt, Gold, Nickel, Sulfur",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,,,,
Hunt Mine (Kambalda Deposit Group),-31.21689,121.67559,OC,Australia,Western Australia,,B,"Cobalt, Gold, Sulfur, Palladium, Platinum, Nickel, Copper, Silver",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,,,,
Mcmahon Mine (Kambalda Deposit Group),-31.16549,121.62979,OC,Australia,Western Australia,,B,"Copper, Nickel, Platinum, Palladium, Cobalt, Silver, Gold, Sulfur",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,"Wroth, Loreto, Ken, Mcmahon Complex, Gellatly, Gordon",,,
Fisher Mine (Kambalda Deposit Group),-31.19609,121.65199,OC,Australia,Western Australia,,B,"Cobalt, Silver, Sulfur, Gold, Platinum, Copper, Nickel, Palladium",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,Fisher Complex,,,
Jan Mine (St. Ives Deposit Group),-31.36828,121.79089,OC,Australia,Western Australia,,B,"Palladium, Cobalt, Platinum, Nickel, Gold, Copper, Sulfur, Silver",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,,,,
Foster Mine (St. Ives Deposit Group),-31.34468,121.74919,OC,Australia,Western Australia,,B,"Nickel, Copper, Silver, Sulfur, Palladium, Platinum, Gold, Cobalt",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,,,,
Edwin Mine (Tramways Deposit Group),-31.50298,121.82278,OC,Australia,Western Australia,,B,"Copper, Palladium, Nickel, Platinum, Gold, Sulfur, Silver, Cobalt",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE AND DISSEMINATED",Y,Producer,,,,,,,
Duchess Deposit,-21.89667,139.96556,OC,Australia,Queensland,,B,"Uranium, Phosphorus-Phosphates, Fluorine-Fluorite",,,Unknown,"CHEMICAL SEDIMENT, MARINE",N,Past Producer,,,,"Rimmer Hill, Mount Murray, Phosphate Hill, Western Zones",,,
Greenbushes,-33.85536,116.06462,OC,Australia,Western Australia,,B,"Tantalum, Tin, Kaolin, Lithium, Niobium (Columbium)",,,Unknown,"PEGMATITE, ZONED",Y,Producer,,,,Lemonade Springs,,,
Yoganup North,-33.47927,115.73263,OC,Australia,Western Australia,,M,"Zirconium, Titanium",,,Unknown,"PLACER, MARINE",Y,Producer,,,,North BoyanupBoyanup,,,
Yeelirrie,-27.17956,119.89927,OC,Australia,Western Australia,,M,"Vanadium, Uranium",,,Unknown,SURFICIAL,N,Prospect,,,,Yeelirrie Uranium Deposit,,,
Wim 150,-36.71281,142.19864,OC,Australia,Victoria,,M,"Zirconium, Titanium",,,Unknown,"PLACER, MARINE",N,Prospect,,,,Drung Drung South,,,
Waroona,-32.84599,115.91603,OC,Australia,Western Australia,,M,"Titanium, Zirconium",,,Unknown,"PLACER, MARINE",N,Prospect,,,,,,,
Brockman,-18.31354,127.76583,OC,Australia,Western Australia,,M,"Niobium (Columbium), Zirconium",,,Unknown,"VOLCANIC, OTHER",N,Prospect,,,,,,,
Agnes Water Deposit,-24.20914,151.90695,OC,Australia,Queensland,,M,"Titanium, REE, Zirconium, Thorium",,,Unknown,"PLACER, MARINE (AEOLIAN)",N,Prospect,,,,Rocky Point Deposit,,,
Bridge Hill Ridge Deposit,-32.41303,152.46523,OC,Australia,New South Wales,,M,"Titanium, Thorium, Zirconium, REE",,,Unknown,"PLACER, MARINE (AEOLIAN DUNES)",Y,Producer,,,,"Myall Lake, Kataway Bay, Smith Lake",,,
Fraser Island,-25.3633,153.11532,OC,Australia,Queensland,,M,"Titanium, Zirconium",,,Unknown,"PLACER, MARINE",Y,Producer,,,,,,,
Moreton Island,-27.17982,153.39859,OC,Australia,Queensland,,M,"Zirconium, Titanium",,,Unknown,"PLACER, MARINE",N,Past Producer,,,,,,,
North Stradbroke Island,-25.57989,153.44861,OC,Australia,Queensland,,M,"Zirconium, Titanium",,,Unknown,"PLACER, MARINE",Y,Producer,,,,"Bayside Orebody, Ibis Orebody, Gordon Orebody, Amity Lease",,,
Stockton Deposit,-32.82961,151.84853,OC,Australia,New South Wales,,M,"Thorium, Zirconium, Titanium, REE",,,Unknown,"PLACER, MARINE",N,Prospect,,,,Newcastle Bight Deposit,,,
Agnes Water,-24.20914,151.90695,OC,Australia,Queensland,,M,Zirconium,,,Unknown,"PLACER, MARINE",N,Prospect,,,,,,,
Bridge Hill Ridge,-32.41303,152.46523,OC,Australia,New South Wales,,M,Zirconium,,,Unknown,"PLACER, MARINE",Y,Producer,,,,Kateway Bay,,,
Byfieldzirconium,-22.79671,150.76538,OC,Australia,Queensland,,M,Zirconium,,,Unknown,"PLACER, MARINE",N,Prospect,,,,Bayfield,,,
Fraser Island,-25.3633,153.11532,OC,Australia,Queensland,,M,"Zirconium, Titanium",,,Unknown,"PLACER, MARINE",Y,Producer,,,,,,,
Moreton Island,-27.17982,153.39859,OC,Australia,Queensland,,M,"Zirconium, Titanium",,,Unknown,"PLACER, MARINE, UNCONSOLIDATED SAND",Y,Producer,,,,,,,
North Stradbroke Island,-27.5798,153.44859,OC,Australia,Queensland,,M,"Zirconium, Titanium",,,Unknown,"PLACER, MARINE",Y,Producer,,,,,,,
Stockton,-32.82961,151.84853,OC,Australia,New South Wales,,M,"Titanium, Zirconium",,,Unknown,"PLACER, MARINE",Y,Producer,,,,Newcastle Bight,,,
Tomago,-32.79631,151.71524,OC,Australia,New South Wales,,M,"Titanium, Zirconium",,,Unknown,"PLACER, MARINE",Y,Producer,,,,,,,
Barrambie Deposit,-27.41294,119.11598,OC,Australia,Western Australia,,M,"Vanadium, Iron, Titanium",,,Unknown,"MAGMATIC, BASIC, STRATIFORM, MASSIVE",N,Prospect,,,,"Cove Quarry, Bay Quarry",,,
Barrambie,-27.42954,119.11598,OC,Australia,Western Australia,,M,"Titanium, Vanadium, Iron",,,Unknown,"MAGMATIC, STRATIFORM, MASSIVE",N,Prospect,,,,Barrambie Iron-Titanium-Vanadium Deposit,,,
Gingin Deposit,-31.27935,115.86604,OC,Australia,Western Australia,,M,"Titanium, Zirconium",,,Unknown,"PLACER, MARINE (FOSSIL BEACH DEPOSIT)",N,Prospect,,,,,,,
Jurien Bay Deposit,-30.31279,115.16607,OC,Australia,Western Australia,,B,"Titanium, REE, Thorium, Kyanite, Zirconium",,,Unknown,"PLACER, MARINE",N,Past Producer,,,,Jurien Prospect,,,
Allied Eneabba,-29.89611,115.26607,OC,Australia,Western Australia,,M,"Titanium, Zirconium",,,Unknown,"PLACER, MARINE",Y,Producer,,,,,,,
Jurien Bay,-30.31279,115.16607,OC,Australia,Western Australia,,M,"Titanium, Zirconium",,,Unknown,"PLACER, MARINE",Y,Producer,,,,Jurien,,,
Yarrabubba,-27.02956,118.6826,OC,Australia,Western Australia,,M,"Vanadium, Titanium",,,Unknown,MAGMATIC,N,Prospect,,,,,,,
Gabanintha,-26.92956,118.6326,OC,Australia,Western Australia,,M,"Vanadium, Titanium",,,Unknown,"MAGMATIC, STRATIFORM, MASSIVE",N,Prospect,,,,,,,
Heazelwood District,-41.4961,145.19848,OC,Australia,Tasmania,,M,"Iridium, Osmium",,"Gold, Rhodium, Chromium, Ruthenium, Platinum, Palladium",Unknown,PLACER,Y,Past Producer,,,,"19 Mile Creek, Heazelwood, Long Plain, Wilson River, Renison Bell, Dundas, Gordon, Styx, Florentine, Spero, Birch Es Inlet, Boyes, Hamilton Range",,,
Adamsfield District,-42.66282,146.33173,OC,Australia,Tasmania,,M,"Iridium, Osmium",Gold,,Unknown,PLACER,Y,Past Producer,,,,,,,
Salisbury District,-41.16283,146.83176,OC,Australia,Tasmania,,M,"Osmium, Iridium",,,Unknown,PLACER,N,Occurrence,,,,,,,
Koetong Field,-36.16869,147.47745,OC,Australia,Victoria,,,Tin,,Gold,Unknown,SN PLACER,S,Past Producer,,,,,,,
Toora Field,-38.60974,146.34632,OC,Australia,Victoria,,,Tin,,Gold,Unknown,SN PLACER,M,Past Producer,,,,,,,
Kikoira-Gibson Field,-33.62953,146.56531,OC,Australia,New South Wales,,,Tin,,Gold,Unknown,SN PLACER,S,Past Producer,,,,Gibsonvale Alluvial Tin Deposit,,,
Kambalda - St. Ives - Tramway,-30.19613,121.6492,OC,Australia,Western Australia,,M,"Nickel, Copper",Cobalt,,Unknown,"MAGMATIC, MASSIVE SULFIDE",L,Producer,,,,,,,
Windarra District,-28.47951,122.2325,OC,Australia,Western Australia,,M,"Nickel, Cobalt, Copper",,,Unknown,"MAGMATIC, ULTRAMAFIC, STRATIFORM, MASSIVE, DISSEMINATED",Y,Producer,,,,,,,
